City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
278,Coolum Beach,AU,-26.53,153.1,75.0,87,4,7.0,clear sky
279,Bulolo,PG,-7.2,146.65,69.48,76,92,1.83,light rain
280,Honiara,SB,-9.43,159.95,75.2,100,75,2.24,broken clouds
281,Zhigansk,RU,66.77,123.37,-12.08,90,100,1.1,overcast clouds
282,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,75,16.11,broken clouds
283,Imbituba,BR,-28.24,-48.67,69.8,56,40,18.34,scattered clouds
284,Cape Town,ZA,-33.93,18.42,62.6,55,0,27.51,clear sky
285,Shuyskoye,RU,59.37,41.03,37.09,84,89,5.5,overcast clouds
286,Egvekinot,RU,66.32,-179.17,11.14,85,99,8.21,overcast clouds
287,Cururupu,BR,-1.83,-44.87,90.5,50,73,9.6,broken clouds
288,Tasiilaq,GL,65.61,-37.64,32.0,97,75,3.36,light shower snow
289,Muisne,EC,0.6,-80.03,82.4,78,75,6.93,broken clouds
290,Cabedelo,BR,-6.98,-34.83,86.0,66,40,11.41,scattered clouds
291,Togur,RU,58.36,82.83,26.02,99,100,3.13,overcast clouds
292,North Platte,US,41.12,-100.77,37.4,86,1,3.36,clear sky
293,Tayoltita,MX,24.08,-105.93,77.85,34,99,4.5,overcast clouds
294,Viedma,AR,-40.81,-63.0,78.01,22,0,8.01,clear sky
295,Velikooktyabrskiy,RU,57.43,33.82,43.52,90,100,3.11,light rain
296,Berlevag,NO,70.86,29.09,35.6,74,75,21.92,broken clouds
297,Ust-Ilimsk,RU,58.0,102.66,19.47,91,33,0.89,scattered clouds
298,San Lorenzo,PY,-25.33,-57.53,78.8,34,0,12.75,clear sky
299,Saint George,US,37.1,-113.58,51.8,29,1,3.56,clear sky
300,Finschhafen,PG,-6.6,147.87,79.09,75,72,2.93,light rain
301,Ketchikan,US,55.34,-131.65,44.6,75,40,8.05,scattered clouds
302,Tura,IN,25.52,90.22,72.66,82,0,4.54,clear sky
303,Tokur,RU,53.13,132.9,25.18,94,100,3.2,overcast clouds
304,Chingola,ZM,-12.53,27.88,79.59,29,34,3.62,scattered clouds
305,Batsfjord,NO,70.63,29.72,35.6,94,75,19.46,broken clouds
306,Bonnyville,CA,54.27,-110.73,28.87,98,100,18.45,overcast clouds
307,Road Town,VG,18.42,-64.62,86.0,74,40,13.87,scattered clouds
308,Uyskoye,RU,54.38,60.0,35.69,79,5,5.35,clear sky
309,Talnakh,RU,69.49,88.4,10.4,72,100,17.9,overcast clouds
310,Husavik,IS,66.04,-17.34,41.0,86,90,8.05,overcast clouds
311,Port Alfred,ZA,-33.59,26.89,63.05,54,89,5.17,overcast clouds
312,Santiago,CL,-33.46,-70.65,81.0,27,0,3.36,clear sky
313,Boa Vista,BR,2.82,-60.67,93.2,49,75,12.75,light rain
314,Geraldton,AU,-28.77,114.6,69.8,83,40,9.17,scattered clouds
315,Leningradskiy,RU,69.38,178.42,16.9,93,55,19.28,broken clouds
316,Lagoa,PT,39.05,-27.98,68.99,89,100,32.88,light rain
317,Durusu,TR,41.31,28.68,60.01,93,75,6.93,broken clouds
318,Inta,RU,66.03,60.17,38.79,94,100,13.47,light rain
319,Trelew,AR,-43.25,-65.31,76.71,17,0,5.7,clear sky
320,Dubti,ET,11.74,41.09,91.45,22,0,5.01,clear sky
321,Cairns,AU,-16.92,145.77,75.2,83,75,2.91,broken clouds
322,Zhaotong,CN,27.32,103.72,55.53,90,81,4.47,broken clouds
323,Nizhnyaya Tavda,RU,57.67,66.17,30.96,97,65,6.87,broken clouds
324,Bonavista,CA,48.65,-53.11,37.0,57,52,13.0,broken clouds
325,Yumen,CN,40.28,97.2,34.32,77,41,12.77,scattered clouds
326,Lavrentiya,RU,65.58,-171.0,21.33,87,86,7.43,overcast clouds
327,Anloga,GH,5.79,0.9,86.0,74,20,9.17,few clouds
328,Teya,RU,60.38,92.63,6.78,92,5,1.59,clear sky
329,Jumla,NP,29.27,82.18,45.81,52,0,5.12,clear sky
330,Bontang,ID,0.13,117.5,80.96,83,21,4.43,light rain
331,Half Moon Bay,US,37.46,-122.43,53.01,93,90,3.36,mist
332,Emba,KZ,48.83,58.14,45.18,52,90,10.54,overcast clouds
333,Daru,PG,-9.08,143.21,78.48,88,67,9.28,light rain
334,Bac Lieu,VN,9.29,105.72,79.66,86,37,4.65,scattered clouds
335,Port Lincoln,AU,-34.73,135.87,57.29,83,99,13.96,light rain
336,Salalah,OM,17.02,54.09,82.4,58,0,4.7,clear sky
337,Fairbanks,US,64.84,-147.72,12.0,85,90,3.36,light snow
338,Riyadh,SA,24.69,46.72,78.8,29,0,5.44,clear sky
339,Wenling,CN,28.37,121.36,57.0,80,0,1.01,clear sky
340,Shenzhen,CN,22.55,114.07,75.0,90,54,4.16,light rain
341,Mago,RU,53.25,140.18,31.19,94,63,1.95,broken clouds
342,Tromso,NO,69.65,18.96,28.4,86,75,8.05,broken clouds
343,Tucuman,AR,-26.82,-65.22,73.4,31,0,3.8,clear sky
344,Lingao,CN,19.91,109.69,75.74,85,96,16.62,overcast clouds
345,Xinyu,CN,27.8,114.93,65.84,76,98,3.71,light rain
346,Izyum,UA,49.21,37.25,50.99,93,99,7.27,overcast clouds
347,Mangrol,IN,21.12,70.12,81.28,63,0,4.43,clear sky
348,Curup,ID,-3.47,102.53,69.85,92,99,0.87,light rain
349,Santa Marinella,IT,42.03,11.85,64.99,76,64,3.0,broken clouds
350,Ormara,PK,25.21,64.64,77.36,69,0,10.36,clear sky
351,Inirida,CO,3.87,-67.92,94.14,56,86,1.21,light rain
352,Airai,TL,-8.93,125.41,61.56,99,54,1.25,broken clouds
353,Vostok,RU,46.49,135.88,25.07,99,100,4.03,overcast clouds
354,Rocha,UY,-34.48,-54.33,61.36,57,0,9.55,clear sky
355,Xochihuehuetlan,MX,17.92,-98.43,74.71,57,24,6.96,few clouds
356,Kirakira,SB,-10.45,161.92,77.2,75,100,2.98,overcast clouds
357,Chicama,PE,-7.84,-79.15,60.8,87,90,5.82,mist
358,Nyrob,RU,60.73,56.72,30.42,97,83,9.28,broken clouds
359,Chapleau,CA,47.84,-83.4,24.58,85,5,2.64,clear sky
360,Anchorage,US,61.22,-149.9,19.99,73,20,5.82,few clouds
361,Mamallapuram,IN,12.63,80.17,78.8,83,40,7.49,mist
362,Seymchan,RU,62.88,152.43,5.74,90,87,0.54,overcast clouds
363,Soverato,IT,38.69,16.55,68.0,72,99,11.41,overcast clouds
364,Anadyr,RU,64.75,177.48,5.0,84,20,6.71,few clouds
365,Banepa,NP,27.63,85.52,62.6,77,20,3.44,few clouds
366,Kartaly,RU,53.05,60.65,38.59,72,26,7.96,scattered clouds
367,Caravelas,BR,-17.71,-39.25,83.97,60,16,12.57,few clouds
368,Gao,ML,16.64,1.64,95.02,9,3,10.96,clear sky
369,Baykit,RU,61.67,96.37,5.7,90,45,3.74,scattered clouds
370,Ponta Do Sol,PT,32.67,-17.1,75.2,64,20,23.04,few clouds
371,Upernavik,GL,72.79,-56.15,22.26,97,100,3.91,light snow
372,Hamilton,US,39.18,-84.53,46.99,70,75,12.75,broken clouds
373,Rio De Janeiro,BR,-22.9,-43.21,75.2,94,90,11.41,moderate rain
374,Iskateley,RU,67.68,53.15,39.81,90,100,20.54,light rain
375,Chuy,UY,-33.7,-53.46,61.84,65,62,12.06,broken clouds
376,Baghdad,IQ,33.34,44.4,77.0,25,0,3.36,clear sky
377,Gornyy,RU,55.12,83.91,33.42,100,100,11.39,overcast clouds
378,Rumphi,MW,-11.02,33.86,74.14,48,12,6.89,few clouds
379,Yaan,NG,7.38,8.57,90.1,53,19,2.75,few clouds
380,Oudtshoorn,ZA,-33.59,22.2,59.0,58,20,9.17,few clouds
381,Jerome,US,42.72,-114.52,42.8,59,1,12.75,clear sky
382,Aquidauana,BR,-20.47,-55.79,86.94,47,9,7.29,clear sky
383,Nhulunbuy,AU,-12.23,136.77,73.4,78,1,4.63,clear sky
384,Tomatlan,MX,19.93,-105.25,85.86,63,65,0.54,broken clouds
385,Weymouth,US,42.22,-70.94,37.99,100,100,14.99,moderate rain
386,Kudahuvadhoo,MV,2.67,72.89,83.03,75,84,9.91,light rain
387,Bonfim,BR,3.08,-59.95,89.6,66,40,13.87,light rain
388,Byron Bay,AU,-28.65,153.62,73.4,83,75,13.87,broken clouds
389,Los Llanos De Aridane,ES,28.66,-17.92,75.2,73,40,12.75,scattered clouds
390,Shirokiy,RU,49.76,129.52,31.12,92,100,9.06,overcast clouds
391,Quatre Cocos,MU,-20.21,57.76,69.8,52,75,14.99,broken clouds
392,Gobabis,NA,-22.45,18.97,87.49,22,69,6.67,broken clouds
393,Kenai,US,60.55,-151.26,12.2,85,1,5.82,clear sky
394,Severodvinsk,RU,64.56,39.83,37.4,93,75,4.47,broken clouds
395,Princeton,US,25.54,-80.41,88.0,70,75,4.7,broken clouds
396,Havre-Saint-Pierre,CA,50.23,-63.6,33.3,82,5,13.76,clear sky
397,Bintulu,MY,3.17,113.03,78.8,94,40,3.36,scattered clouds
398,Juybar,IR,36.64,52.91,69.8,68,0,4.7,clear sky
399,Funadhoo,MV,6.15,73.27,83.41,72,91,8.08,overcast clouds
400,Esperance,AU,-33.87,121.9,57.2,67,77,13.87,broken clouds
401,Herat,AF,34.5,62.0,48.2,19,0,8.05,clear sky
402,Palu,ID,-0.89,119.87,75.78,77,53,2.21,broken clouds
403,Oxbow,CA,49.23,-102.17,35.01,97,75,10.0,broken clouds
404,Zhezkazgan,KZ,47.8,67.71,41.25,60,0,8.34,clear sky
405,Awbari,LY,26.59,12.78,73.92,33,0,13.62,clear sky
406,La Palma,US,33.85,-118.05,57.2,71,1,1.41,haze
407,Bathsheba,BB,13.22,-59.52,80.6,78,75,24.16,shower rain
408,Nyaunglebin,MM,17.95,96.73,74.21,94,36,4.03,scattered clouds
409,Portland,US,45.52,-122.68,51.01,90,90,3.0,light rain
410,Tilichiki,RU,60.47,166.1,26.89,100,83,2.1,broken clouds
411,Nuuk,GL,64.18,-51.72,26.6,63,40,8.05,scattered clouds
412,Jilikul,TJ,37.49,68.53,48.2,66,0,2.24,haze
413,Puerto Del Rosario,ES,28.5,-13.86,75.2,60,20,10.29,few clouds
414,Atambua,ID,-9.11,124.89,76.26,79,75,3.71,broken clouds
415,Labuhan,ID,-6.88,112.21,81.27,78,100,6.64,light rain
416,Kudymkar,RU,59.02,54.66,33.28,92,89,8.08,overcast clouds
417,Belaya Gora,RU,68.53,146.42,8.13,95,100,6.02,light snow
418,Tukrah,LY,32.53,20.58,70.05,60,24,9.4,few clouds
419,Sola,VU,-13.88,167.55,80.89,77,100,14.99,light rain
420,Borba,BR,-4.39,-59.59,91.24,60,91,3.18,moderate rain
421,Bondo,CD,3.81,23.69,72.64,95,77,4.99,light rain
422,Kibala,TD,9.11,18.35,91.4,49,20,4.7,few clouds
423,Belyy Yar,RU,53.6,91.39,37.4,59,0,11.18,clear sky
424,Kasempa,ZM,-13.46,25.83,85.32,22,43,7.2,scattered clouds
425,Kitami,JP,43.8,143.89,48.99,70,85,17.0,light rain
426,Sayhat,SA,26.49,50.04,86.0,51,0,8.05,clear sky
427,Port Hueneme,US,34.15,-119.2,62.6,46,1,3.36,clear sky
428,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,77.0,33,50,10.0,scattered clouds
429,Vero Beach,US,27.64,-80.4,78.8,78,90,10.29,overcast clouds
430,Carutapera,BR,-1.2,-46.02,88.72,53,27,11.65,scattered clouds
431,Grand Gaube,MU,-20.01,57.66,69.01,54,0,5.99,clear sky
432,Makushino,RU,55.21,67.24,29.95,98,23,7.67,few clouds
433,Kieta,PG,-6.22,155.63,76.51,83,100,0.94,light rain
434,Da Nang,VN,16.07,108.22,77.0,100,40,4.7,scattered clouds
435,Albox,ES,37.39,-2.15,71.01,34,0,3.0,clear sky
436,Pacific Grove,US,36.62,-121.92,46.4,100,90,5.59,fog
437,Tokmak,UA,47.25,35.71,54.88,75,100,4.97,overcast clouds
438,Puerto Palomas,MX,31.77,-107.62,48.2,66,1,4.7,clear sky
439,Alice Town,BS,25.72,-79.3,81.7,76,16,8.01,few clouds
440,Puerto Suarez,BO,-18.95,-57.8,82.4,65,40,11.41,scattered clouds
441,Kyabe,TD,9.45,18.94,87.46,47,36,5.17,scattered clouds
442,Malinovoye Ozero,RU,51.68,79.78,34.79,97,100,6.31,overcast clouds
443,Lata,PT,40.16,-8.33,75.0,54,0,5.12,clear sky
444,Chabahar,IR,25.29,60.64,73.4,53,0,6.93,haze
445,Carnarvon,AU,-24.87,113.63,73.4,78,90,10.29,overcast clouds
446,Gravdal,NO,68.12,13.5,37.4,55,0,12.75,clear sky
447,Takaungu,KE,-3.68,39.86,80.6,83,75,5.82,broken clouds
448,Swan Hill,AU,-35.34,143.55,54.14,87,6,12.21,clear sky
449,Havoysund,NO,71.0,24.66,35.6,64,75,13.87,broken clouds
450,Gornopravdinsk,RU,60.05,69.9,33.93,95,99,7.99,overcast clouds
451,Melton Mowbray,GB,52.77,-0.89,57.0,39,100,1.01,overcast clouds
452,Roald,NO,62.58,6.13,50.0,76,75,4.7,light rain
453,Oussouye,SN,12.48,-16.55,98.6,70,20,6.93,few clouds
454,Samandag,TR,36.08,35.98,77.0,53,0,10.29,clear sky
455,Salar,ES,37.15,-4.02,82.4,23,0,5.82,clear sky
456,Aklavik,CA,68.22,-135.01,3.85,91,76,10.29,broken clouds
457,Port Hardy,CA,50.7,-127.42,46.87,77,60,9.89,light rain
458,Samarai,PG,-10.62,150.67,79.88,81,94,8.79,overcast clouds
459,El Alto,PE,-4.27,-81.21,64.4,88,90,20.8,overcast clouds
460,Burnie,AU,-41.07,145.92,52.0,82,50,1.01,scattered clouds
461,Ust-Maya,RU,60.42,134.53,1.51,92,98,3.15,overcast clouds
462,San Carlos,VE,9.66,-68.58,87.44,65,72,4.38,broken clouds
463,Vanimo,PG,-2.67,141.3,77.27,81,100,3.13,overcast clouds
464,Mitsamiouli,KM,-11.38,43.28,79.63,72,24,7.47,few clouds
465,Gizo,SB,-8.1,156.84,80.35,80,100,10.6,moderate rain
466,Dicabisagan,PH,17.08,122.42,78.42,80,58,13.27,light rain
467,Allapalli,IN,19.42,80.07,70.97,68,15,2.3,few clouds
468,Huarmey,PE,-10.07,-78.15,68.79,68,93,8.23,overcast clouds
469,Wucheng,CN,29.6,118.17,55.27,75,3,2.75,light rain
470,Tsiroanomandidy,MG,-18.77,46.03,75.36,41,47,12.64,scattered clouds
471,Mucurapo,TT,10.67,-61.53,82.0,88,75,13.87,shower rain
472,Bhachau,IN,23.28,70.35,82.85,25,0,8.34,clear sky
473,Pilot Butte,CA,50.47,-104.42,32.0,93,10,8.99,clear sky
474,Lanester,FR,47.76,-3.34,60.01,87,90,12.75,overcast clouds
475,Iwanai,JP,42.97,140.51,45.41,84,70,4.25,light rain
476,Kyshtovka,RU,56.55,76.63,34.52,95,100,9.13,overcast clouds
477,Sechura,PE,-5.56,-80.82,70.47,66,100,8.84,overcast clouds
478,Amudat,UG,1.95,34.95,77.34,47,84,6.62,broken clouds
479,Adrar,MR,20.5,-10.07,93.85,11,58,6.78,broken clouds
480,San Quintin,MX,30.48,-115.95,70.43,39,64,1.59,broken clouds
481,Bilma,NE,18.69,12.92,84.67,15,0,3.33,clear sky
482,Malpe,IN,13.35,74.72,80.6,74,20,3.56,few clouds
483,Kokopo,PG,-4.35,152.26,77.47,85,63,4.03,broken clouds
484,Staryy Krym,UA,45.03,35.1,57.33,70,100,7.72,overcast clouds
485,Burns Lake,CA,54.23,-125.75,28.89,97,100,4.16,overcast clouds
486,La Tuque,CA,47.43,-72.78,28.38,89,3,7.4,clear sky
487,Yarada,IN,17.65,83.27,77.0,83,59,2.24,mist
488,Durban,ZA,-29.86,31.03,64.99,88,90,12.75,moderate rain
489,Bibiani,GH,6.46,-2.32,87.42,56,53,4.7,light rain
490,Uray,RU,60.12,64.78,32.74,95,97,8.23,overcast clouds
491,Kiama,AU,-34.68,150.87,63.0,92,100,8.16,light rain
492,Bogorodskoye,RU,56.55,37.88,40.32,83,99,5.46,overcast clouds
493,Bafq,IR,31.61,55.41,60.4,29,0,4.09,clear sky
494,Boden,SE,65.83,21.69,28.4,86,0,3.36,clear sky
495,Novita,CO,4.96,-76.61,85.73,63,42,4.21,light rain
496,Mantua,IT,45.17,10.78,60.01,85,72,1.57,broken clouds
497,Moose Factory,CA,51.26,-80.61,25.21,82,0,8.01,clear sky
498,Dasoguz,TM,41.84,59.97,50.0,37,0,9.17,clear sky
499,The Valley,AI,18.22,-63.06,87.8,70,40,20.8,haze
500,Inza,RU,53.85,46.36,40.15,77,100,8.16,overcast clouds
501,Rio Gallegos,AR,-51.62,-69.22,59.0,41,75,32.21,broken clouds
502,Pilar,BR,-9.6,-35.96,86.0,62,40,16.11,scattered clouds
503,Capao Da Canoa,BR,-29.75,-50.01,65.57,57,88,9.13,overcast clouds
504,Guangyuan,CN,32.44,105.82,60.01,99,100,18.99,overcast clouds
505,Nelson Bay,AU,-32.72,152.15,64.4,88,40,8.05,scattered clouds
506,Lodja,CD,-3.48,23.43,74.3,92,32,1.16,light rain
507,Haputale,LK,6.77,80.96,75.2,100,90,2.24,overcast clouds
508,Yuzawa,JP,39.17,140.5,44.11,86,53,2.86,broken clouds
509,Gamba,GA,-2.65,10.0,78.91,83,61,11.34,broken clouds
510,Kutum,SD,14.2,24.67,83.64,20,68,6.64,broken clouds
511,Innisfail,AU,-17.53,146.03,72.19,87,1,6.06,clear sky
512,Kabinda,CD,-6.13,24.48,74.19,85,78,1.1,broken clouds
513,Hammerfest,NO,70.66,23.68,33.8,64,75,21.92,broken clouds
514,Kalabo,ZM,-14.97,22.68,91.58,20,61,3.47,broken clouds
515,Luangwa,ZM,-15.62,30.42,92.39,19,0,6.71,clear sky
516,Mlimba,TZ,-8.8,35.82,83.8,46,44,5.64,light rain
517,Richards Bay,ZA,-28.78,32.04,69.67,82,87,14.94,overcast clouds
518,Coihaique,CL,-45.58,-72.07,59.0,47,0,3.36,clear sky
519,Atar,MR,20.52,-13.05,95.65,11,100,7.67,overcast clouds
520,Znamenskoye,RU,57.13,73.83,34.56,95,100,6.11,overcast clouds
521,Port Macquarie,AU,-31.43,152.92,68.0,82,75,10.29,light rain
522,Marang,MY,5.21,103.21,82.4,88,20,3.36,few clouds
523,Sao Paulo De Olivenca,BR,-3.38,-68.87,94.66,48,4,5.55,clear sky
524,Rawson,AR,-43.3,-65.1,69.84,23,2,6.4,clear sky
525,Pidhorodne,UA,48.58,35.11,51.8,81,90,6.04,overcast clouds
526,Constitucion,CL,-35.33,-72.42,67.39,51,0,5.75,clear sky
527,Bastia,FR,42.67,9.33,66.2,77,75,4.7,broken clouds
528,Tual,ID,-5.67,132.75,83.05,74,26,9.8,scattered clouds
529,Iracoubo,GF,5.48,-53.2,87.13,65,98,14.09,overcast clouds
530,Kenosha,US,42.57,-88.05,37.4,59,1,4.7,clear sky
531,Emerald,AU,-23.53,148.17,73.4,64,26,7.45,light rain
532,Imeni Poliny Osipenko,RU,52.42,136.49,29.93,97,99,4.56,overcast clouds
533,Puerto Escondido,MX,15.85,-97.07,80.6,78,90,3.36,overcast clouds
534,Honningsvag,NO,70.98,25.97,35.6,64,75,13.87,broken clouds
535,Huangmei,CN,30.19,116.03,63.34,65,85,6.96,moderate rain
536,Siva,EG,29.2,25.52,75.94,45,14,9.66,few clouds
537,Lewistown,US,40.6,-77.57,46.0,81,90,5.82,overcast clouds
538,Sur,OM,22.57,59.53,75.56,66,0,6.29,clear sky
539,Kannur,IN,11.87,75.36,78.8,88,40,2.24,mist
540,Warren,US,39.43,-84.17,46.99,87,40,10.29,scattered clouds
541,La Ronge,CA,55.1,-105.28,20.28,93,100,10.18,overcast clouds
542,Ahipara,NZ,-35.17,173.17,62.38,91,100,9.51,overcast clouds
543,Hobbs,US,32.7,-103.14,55.99,66,5,6.93,clear sky
544,Bafoulabe,ML,13.81,-10.83,100.27,10,13,7.36,few clouds
545,Mezhdurechensk,RU,53.69,88.06,33.22,94,100,11.03,overcast clouds
546,Meulaboh,ID,4.14,96.13,78.53,83,99,3.18,overcast clouds
547,Shache,CN,38.42,77.24,39.58,72,21,4.52,few clouds
548,Oda,JP,35.18,132.5,52.74,68,14,10.16,few clouds
549,Shakawe,BW,-18.37,21.85,95.13,15,41,3.2,scattered clouds
550,Yulara,AU,-25.24,130.99,62.6,25,73,5.82,broken clouds
551,Kindu,CD,-2.95,25.95,73.92,93,71,1.34,light rain
552,Izumo,JP,35.37,132.77,55.4,50,75,9.17,broken clouds
553,Tezu,IN,27.92,96.17,75.11,38,0,4.74,clear sky
554,Garowe,SO,8.41,48.48,87.8,40,20,2.1,few clouds
555,Fortuna,US,40.6,-124.16,39.2,100,1,4.7,clear sky
556,Roma,US,43.21,-75.46,39.99,64,75,9.17,broken clouds
557,Kathu,TH,7.92,98.33,87.01,100,40,1.12,scattered clouds
558,Cottonwood,US,34.74,-112.01,60.01,30,0,1.99,clear sky
559,Topeka,US,39.05,-95.68,55.0,49,1,9.17,clear sky
